Licence No,Licence Category,Trading As,Address,Suburb,Postcode,Postal Address,Postal Suburb,Postal Postcode,Council Name,Licensee,
31922213,General Licence,RICHMOND HILL CAFE & LARDER,48-50 BRIDGE ROAD,RICHMOND,3121,48-50 BRIDGE ROAD,RICHMOND,3121,YARRA CITY COUNCIL,RICHMOND HILL NOMINEES PTY LTD,
31922221,Late night (general) Licence,BECCO,11-25 CROSSLEY STREET,MELBOURNE,3000,11-25 CROSSLEY STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,GNOCCHI PTY LTD,
31922247,Late night (general) Licence,NO. 8 BY JOHN LAWSON,SHOPS 11 & 12- 8 WHITEMAN STREET CROWN ENTERTAINMENT COMPLEX,SOUTHBANK,3006,GENERAL COUNSEL - LEGAL & INSURANCE DEPARTMENT CROWN LTD- 8 WHITEMAN STREET,SOUTHBANK,3006,MELBOURNE CITY COUNCIL,CROWN MELBOURNE LIMITED,
31922302,General Licence,TWO BROOKE'S BAR,45 DAVROSS COURT,SEVILLE,3139,45 DAVROSS COURT,SEVILLE,3139,YARRA RANGES SHIRE COUNCIL,LANCE ALLAN BROOKE,
31922310,General Licence,TOTO'S,99-101 LYGON STREET,CARLTON,3053,99-101 LYGON STREET,CARLTON,3053,MELBOURNE CITY COUNCIL,SAMI MAZLOUM,
31922378,General Licence,PARAMOUNT CHINE EXPRESS,SHOPS 9-10 & FOOD COURT AREA 108 BOURKE STREET,MELBOURNE,3000,SHOPS 9-10 & FOOD COURT AREA 108 BOURKE STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,D.H ENTERPRISE HOLDINGS PTY LTD,
31922386,General Licence,MEATMAIDEN,SUITE B.01- 195 LITTLE COLLINS STREET,MELBOURNE,3000,SUITE B.01- 195 LITTLE COLLINS STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,NEINIC PTY LTD,
31922394,Late night (general) Licence,MELBOURNE AIRPORT GOLF CLUB,OPERATIONS ROAD,MELBOURNE AIRPORT,3045,PO BOX 120,NIDDRIE,3042,HUME CITY COUNCIL,MELBOURNE AIRPORT GOLF CLUB,
31922409,Late night (general) Licence,MELBOURNE AIRPORT CLUB,MELROSE DRIVE,MELBOURNE AIRPORT,3045,PO BOX 1028,TULLAMARINE,3043,HUME CITY COUNCIL,MELBOURNE AIRPORT CLUB,
31922425,Late night (general) Licence,GIANCARLO CAFE AND BAR,QANTAS DOMESTIC TERMINAL,MELBOURNE AIRPORT,3045,LEVEL 2 630 CHURCH STREET,RICHMOND,3121,HUME CITY COUNCIL,DELAWARE NORTH RETAIL SERVICES PTY LTD,
31922433,Late night (general) Licence,PLAYERS ON LYGON,192-200 LYGON STREET,CARLTON,3053,C/O MR SIMON GARDNER PO BOX 231,CAULFIELD EAST,3145,MELBOURNE CITY COUNCIL,JODAY PTY LTD,
31922483,General Licence,LINA'S BISTRO A VIN,114 BRIDPORT STREET,ALBERT PARK,3206,114 BRIDPORT STREET,ALBERT PARK,3206,PORT PHILLIP CITY COUNCIL,YAMBREL PTY LTD,
31922491,General Licence,WINDMILL GARDENS RESTAURANT,555 LEAKES ROAD,PLUMPTON,3337,533-539 LEAKES ROAD,PLUMPTON,3337,MELTON SHIRE COUNCIL,DAVID ATANASOVSKI,
31922506,Late night (general) Licence,GINGER ANNIE,914-918 MT ALEXANDER ROAD,ESSENDON,3040,914-918 MT ALEXANDER ROAD,ESSENDON,3040,MOONEE VALLEY CITY COUNCIL,TULLYEDEN PTY LTD,
31922514,General Licence,THE LOVEBIRD CAFE,1102 HIGH STREET,ARMADALE,3143,1102 HIGH STREET,ARMADALE,3143,STONNINGTON CITY COUNCIL,MERIDIUS INVESTMENT CORPORATION PTY LTD,
31922548,General Licence,PELICAN LANDING RESTAURANT,1 SYME STREET,WILLIAMSTOWN,3016,213-215 NELSON PLACE,WILLIAMSTOWN,3016,HOBSONS BAY CITY COUNCIL,RED ENGINE GROUP PTY LTD,
31922556,General Licence,STEAKHOUSE PIER 35,263-329 LORIMER STREET,PORT MELBOURNE,3207,263-329 LORIMER STREET,PORT MELBOURNE,3207,PORT PHILLIP CITY COUNCIL,PIER 35 HOTEL PTY LTD,
31922564,General Licence,DIXONS CREEK CAFE BAR & GRILL,1925 MELBA HIGHWAY,DIXONS CREEK,3775,1925 MELBA HWY DIXONS CREEK,YARRA GLEN,3775,YARRA RANGES SHIRE COUNCIL,DIXONS CREEK CAFE BAR & GRILL PTY LTD,
31922572,General Licence,DE BORTOLI WINERY,CNR PINNACLE LANE & MELBA HIGHWAY,DIXONS CREEK,3775,58 PINNACLE LANE,DIXONS CREEK,3775,YARRA RANGES SHIRE COUNCIL,DE BORTOLI WINES PTY LTD,
31950038,Late night (general) Licence,PARK HYATT MELBOURNE HOTEL,CATHEDRAL PLACE,EAST MELBOURNE,3002,1 PARLIAMENT SQUARE,EAST MELBOURNE,3002,MELBOURNE CITY COUNCIL,1 PARLIAMENT SQUARE PTY LTD,
31950046,Late night (general) Licence,MOJITO CAFE BAR LOUNGE,SHOPS 809-812 163-185 COMMERCIAL ROAD,PRAHRAN,3181,SHOPS 809-812 163-185 COMMERCIAL ROAD,PRAHRAN,3181,STONNINGTON CITY COUNCIL,PRAHRAN MARKET PTY LTD,
31950088,General Licence,TGI FRIDAYS ASIA PACIFIC,SHOP R 202 SOUTHLAND SHOPPING CENTRE,CHELTENHAM,3192,SHOP R 202 SOUTHLAND SHOPPING CENTRE,CHELTENHAM,3192,KINGSTON CITY COUNCIL,TGI FRIDAYS ASIA PACIFIC PTY LTD,
31950101,Late night (general) Licence,INDUSTRY,56 CLARKE STREET,SOUTHBANK,3006,PO BOX 364,PORT MELBOURNE,3207,MELBOURNE CITY COUNCIL,URBAN CUBE PTY LTD,
31950119,General Licence,NORI NORI,SHOPS 2 & 3 377 LITTLE COLLINS STREET,MELBOURNE,3000,SHOPS 2 & 3 377 LITTLE COLLINS STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,NANJOR PTY LTD,
31950127,General Licence,CAESAR'S ITALIAN CUISINE,UNITS 2 & 3 1182 BURWOOD HIGHWAY,UPPER FERNTREE GULLY,3156,UNITS 2 & 3 1182 BURWOOD HIGHWAY,UPPER FERNTREE GULLY,3156,KNOX CITY COUNCIL,MAHER FAYAD,
31950135,Late night (general) Licence,SANDS TAVERNER,71 HALL ROAD,CARRUM DOWNS,3201,LEVEL 2- 10 YARRA STREET,SOUTH YARRA,3141,FRANKSTON CITY COUNCIL,AUSTRALIAN LEISURE AND HOSPITALITY GROUP LIMITED,
31950143,Late night (general) Licence,THE GEORGE WHITE,LOTS 152-153 & 154 129 FITZROY STREET,ST KILDA,3182,LOTS 152-153 & 154 129 FITZROY STREET,ST KILDA,3182,PORT PHILLIP CITY COUNCIL,WHITE BAR PTY LTD,
31950177,General Licence,HOTEL LINDRUM,26 FLINDERS STREET,MELBOURNE,3000,26 FLINDERS STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,AMCO FLINDERS PTY LTD,
31950185,General Licence,SANCTUARY LAKES CLUB LTD,GREG NORMAN DRIVE,POINT COOK,3030,GREG NORMAN DRIVE,POINT COOK,3030,WYNDHAM CITY COUNCIL,SANCTUARY LAKES CLUB LTD,
31950193,General Licence,EZARD AT ADELPHI,187 FLINDERS LANE (LEVEL 1),MELBOURNE,3000,187 FLINDERS LANE (LEVEL 1),MELBOURNE,3000,MELBOURNE CITY COUNCIL,TARAGON ENTERPRISES PTY LTD,
31950232,Late night (general) Licence,CELLINI,191 BURGUNDY STREET,HEIDELBERG,3084,191 BURGUNDY STREET,HEIDELBERG,3084,BANYULE CITY COUNCIL,ETRAMED PTY LTD,
31950258,General Licence,BASCO BRUNSWICK,307 SYDNEY ROAD,BRUNSWICK,3056,307 SYDNEY ROAD,BRUNSWICK,3056,MORELAND CITY COUNCIL,MERAKI GROUP PTY LTD,
31950282,Late night (general) Licence,CASTELLO'S CARDINIA HOTEL,108 PRINCES HIGHWAY,PAKENHAM,3810,PO BOX 1059,CLAYTON SOUTH,3169,CARDINIA SHIRE COUNCIL,CASTELLO CARDINIA HOTEL PTY LTD,
31950290,Late night (general) Licence,,WERRIBEE PARK K ROAD,WERRIBEE,3030,320 K ROAD K ROAD,WERRIBEE,3030,WYNDHAM CITY COUNCIL,PETJAN PTY LTD,
31950313,General Licence,CAFE LEGEND,2871-2875 POINT NEPEAN HIGHWAY,BLAIRGOWRIE,3942,2871-2875 POINT NEPEAN HIGHWAY,BLAIRGOWRIE,3942,MORNINGTON PENINSULA SHIRE COUNCIL,RAKESH MEHRA,
31950339,General Licence,MR WOLF,9 INKERMAN STREET,ST KILDA,3182,9 INKERMAN STREET,ST KILDA,3182,PORT PHILLIP CITY COUNCIL,9-15 INKERMAN PTY LTD,
31950347,General Licence,HOTEL CAUSEWAY,275 LITTLE COLLINS STREET,MELBOURNE,3000,GPO BOX 4710,MELBOURNE,3001,MELBOURNE CITY COUNCIL,CAUSEWAY INN PTY LTD,
31950371,General Licence,DAVID JONES,CHADSTONE SHOPPING CENTRE 1341 DANDENONG ROAD,CHADSTONE,3148,CHADSTONE SHOPPING CENTRE 1341 DANDENONG ROAD,CHADSTONE,3148,MONASH CITY COUNCIL,HELLAND CLOSE PTY LTD,
31950389,General Licence,DAN MURPHY,291-325 MT ALEXANDER ROAD,ASCOT VALE,3032,ATTENTION: KAY ATTARD PO BOX 8000,BAULKHAM HILLS NSW,2153,MOONEE VALLEY CITY COUNCIL,WOOLWORTHS LIMITED,
31950397,General Licence,LITTLE VINEYARD,17 PAYNES ROAD,CHIRNSIDE PARK,3116,17 PAYNES ROAD,CHIRNSIDE PARK,3116,YARRA RANGES SHIRE COUNCIL,AM & PM HOSPITALITY PTY LTD,
31950410,Late night (general) Licence,EL COCO,120 KING STREET,MELBOURNE,3000,120 KING STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,EXCH PTY LTD,
31950428,General Licence,CURRY VAULT INDIAN RESTAURANT & BAR,LEVEL 1 18-20 BANK PLACE,MELBOURNE,3000,57 VIMINI DRIVE 18-20 BANK PLACE,NARRE WARREN,3805,MELBOURNE CITY COUNCIL,GKS FUSION PTY LTD,
31950444,General Licence,WERRIBEE PARK NATIONAL EQUESTRIAN CENTRE INC,170 K ROAD,WERRIBEE,3030,PO BOX 616,WERRIBEE,3030,WYNDHAM CITY COUNCIL,WERRIBEE PARK NATIONAL EQUESTRIAN CENTRE INC,
31950517,Late night (general) Licence,ROXBURGH PARK HOTEL,225 SOMERTON ROAD,COOLAROO,3048,225 SOMERTON ROAD,COOLAROO,3048,HUME CITY COUNCIL,RPH PTY LTD,
31950541,General Licence,MELBOURNE MAHN DOO,299 QUEEN STREET,MELBOURNE,3000,4 KAREN STREET,BOX HILL NORTH,3129,MELBOURNE CITY COUNCIL,NAM BROTHERS PTY LTD,
31950567,Late night (general) Licence,THE WESTIN MELBOURNE,205 COLLINS STREET,MELBOURNE,3000,205 COLLINS STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,ASCENTS HOTEL PTY LTD,
31950591,General Licence,DAN MURPHYS,567 BRIDGE ROAD,RICHMOND,3121,ATTENTION: KAY ATTARD PO BOX 8000,BAULKHAM HILLS NSW,2153,YARRA CITY COUNCIL,WOOLWORTHS LIMITED,
31950614,General Licence,DIAMOND PALACE CHINESE RESTAURANT,201/203 HAMPSHIRE ROAD,SUNSHINE,3020,201/203 HAMPSHIRE ROAD,SUNSHINE,3020,BRIMBANK CITY COUNCIL,SSB AUSTRALIA PTY LTD,
31950656,General Licence,GOLDEN HERITAGE GOLF,CORNER HUGHES & YARRAVIEW ROAD HERITAGE AVENUE,WONGA PARK,3115,CORNER HUGHES & YARRAVIEW ROAD HERITAGE AVENUE,WONGA PARK,3115,YARRA RANGES SHIRE COUNCIL,HGC PROPERTIES PTY LTD,
31950664,Late night (general) Licence,THE MINT RESTAURANT AND WINE BAR,280-318 WILLIAM STREET,MELBOURNE,3000,PO BOX 13160 LAW COURTS POST OFFICE,MELBOURNE,3000,MELBOURNE CITY COUNCIL,THE MINT BAR PTY LTD,
31950711,Late night (general) Licence,QANTAS AIRWAYS LIMITED,2ND FLOOR AIRPORT DRIVE,MELBOURNE AIRPORT,3045,JANE GIBSON - DOMESTIC QANTAS CLUB LOCKED BAG 26,TULLAMARINE,3043,HUME CITY COUNCIL,QANTAS AIRWAYS LIMITED,
31950729,General Licence,BACASH RESTAURANT,175-177 DOMAIN ROAD,SOUTH YARRA,3141,175-177 DOMAIN ROAD,SOUTH YARRA,3141,STONNINGTON CITY COUNCIL,MICHAEL BACASH,
31950737,Late night (general) Licence,THE KEY CLUB,LEVEL 2 117-121 LONSDALE STREET,MELBOURNE,3000,LEVEL 2 117-121 LONSDALE STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,AMTB PTY LTD,
31950745,Late night (general) Licence,FIRST FLOOR LEVEL QANTAS DOMESTIC TERMINAL,QANTAS DOMESTIC TERMINAL,MELBOURNE AIRPORT,3045,LEVEL 2 630 CHURCH STREET,RICHMOND,3121,HUME CITY COUNCIL,DELAWARE NORTH RETAIL SERVICES PTY LTD,
31950753,General Licence,EAGLE RIDGE GOLF COURSE,BROWNS ROAD,ROSEBUD,3939,P O BOX 598,ROSEBUD,3939,MORNINGTON PENINSULA SHIRE COUNCIL,EQUUSCORP PTY LTD,
31950761,Late night (general) Licence,THE EUROPEAN,159-161 SPRING STREET,MELBOURNE,3000,159-161 SPRING STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,CONSTANTINE CHRISTOPOULOS,
31950795,General Licence,DAY OF THE DEAD TAPAS AND COCKTAILS,UNIT 58 129 FITZROY STREET,ST KILDA,3182,UNIT 58 129 FITZROY STREET,ST KILDA,3182,PORT PHILLIP CITY COUNCIL,DAY OF THE DEAD TAPAS AND COCKTAILS PTY LTD,
31950818,General Licence,MANTRA ON RUSSELL,210 - 222 RUSSELL STREET,MELBOURNE,3000,210 - 222 RUSSELL STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,SAVILLE HOTEL GROUP PTY LTD,
31950826,General Licence,MORNING STAR ESTATE,2 SUNNYSIDE ROAD,MOUNT ELIZA,3930,2 SUNNYSIDE ROAD,MOUNT ELIZA,3930,MORNINGTON PENINSULA SHIRE COUNCIL,COWAN PASTORAL PTY LTD,
31950834,General Licence,CAFFE MACCHIATO,23 MACEDON ROAD,LOWER TEMPLESTOWE,3107,23 MACEDON ROAD,LOWER TEMPLESTOWE,3107,NILLUMBIK SHIRE COUNCIL,DIMPETAL PTY LTD,
31950850,General Licence,LIQUORLAND,DENDY CENTRE 26-34 CHURCH STREET,BRIGHTON,3186,PO BOX 2000 26-34 CHURCH STREET,GLEN IRIS,3146,BAYSIDE CITY COUNCIL,LIQUORLAND (AUSTRALIA) PTY LTD,
31950868,General Licence,ELIO ITALIAN FAMILY BISTRO,GROUND FLOOR 39 OLD GEELONG ROAD,HOPPERS CROSSING,3029,GROUND FLOOR 39 OLD GEELONG ROAD,HOPPERS CROSSING,3029,WYNDHAM CITY COUNCIL,HELOU PTY LTD,
31950892,General Licence,GIBSON'S WINE STORE,73 BURWOOD ROAD,HAWTHORN,3122,73 BURWOOD ROAD,HAWTHORN,3122,BOROONDARA CITY COUNCIL,CROSSGARE INVESTMENTS PTY LTD,
31950907,General Licence,EGNARO,SHOP 803 163 COMMERCIAL ROAD,SOUTH YARRA,3141,SHOP 803 163 COMMERCIAL ROAD,SOUTH YARRA,3141,STONNINGTON CITY COUNCIL,TENIGAN PTY LTD,
31950923,General Licence,THE BANK ON COLLINS,394 COLLINS STREET,MELBOURNE,3000,PO BOX 2010,RICHMOND,3121,MELBOURNE CITY COUNCIL,RSG (BK) PTY LTD,
31950949,Late night (general) Licence,SUGAR GUM HOTEL,2 GOURLAY ROAD,HILLSIDE,3037,C/O SIMON GARDNER PO BOX 231,CAULFIELD EAST,3145,MELTON SHIRE COUNCIL,SPAR HOLDINGS PTY LTD,
31950957,General Licence,AROMA BAKERY CAFE,SHOP 709-711 PRAHRAN MARKET 163 COMMERCIAL ROAD,SOUTH YARRA,3141,SHOP 709-71 PRAHRAN MARKET 163 COMMERCIAL ROAD,SOUTH YARRA,3141,STONNINGTON CITY COUNCIL,LIANG INTERNATIONAL PTY LTD,
31950973,Late night (general) Licence,GREEK DELI & TAVERNA,583-585 CHAPEL STREET,SOUTH YARRA,3141,583-585 CHAPEL STREET,SOUTH YARRA,3141,STONNINGTON CITY COUNCIL,FINICON HOLDINGS PTY LTD,
31950981,General Licence,ESPRESSO 360 COLLINS,LEVEL 1 REAR 360 COLLINS STREET,MELBOURNE,3000,PO BOX 769 BRUNSWICK LOWER LPO,BRUNSWICK,3056,MELBOURNE CITY COUNCIL,ESPRESSO 360 COLLINS PTY LTD,
31950999,Late night (general) Licence,MELBOURNE INTERNATIONAL BACKPACKERS,450 ELIZABETH STREET,MELBOURNE,3000,450 ELIZABETH STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,SEVENTH GRANGE PTY LTD,
31951000,Late night (general) Licence,PARK ROYAL MELBOURNE AIRPORT,ARRIVAL DRIVE,MELBOURNE AIRPORT,3045,ARRIVAL DRIVE,MELBOURNE AIRPORT,3045,HUME CITY COUNCIL,SUCCESS CITY PTY LIMITED,
31951018,General Licence,NAMA NAMA AND HIHOU,31 SPRING STREET,MELBOURNE,3000,31 SPRING STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,ISAKAYA ENTERPRISES PTY LTD,
31951026,General Licence,CHARLIE DUMPLING,212 HIGH STREET,WINDSOR,3181,212 HIGH STREET,WINDSOR,3181,STONNINGTON CITY COUNCIL,CHARLIE DUMPLING PTY LTD,
31951050,Late night (general) Licence,CROWN ENTERTAINMENT COMPLEX,8 WHITEMAN STREET,SOUTHBANK,3006,GENERAL COUNSEL - LEGAL & INSURANCE DEPARTMENT CROWN MELBOURNE LTD- 8 WHITEMAN STREET,SOUTHBANK,3006,MELBOURNE CITY COUNCIL,CROWN ENTERTAINMENT COMPLEX CROWN MELBOURNE LIMITED,
31951076,General Licence,THE BANK ON COLLINS,GROUND FLOOR 394 COLLINS STREET,MELBOURNE,3000,PO BOX 2010 394 COLLINS STREET,RICHMOND,3121,MELBOURNE CITY COUNCIL,RSG (BK) PTY LTD,
31951092,Late night (general) Licence,CHELSEA HEIGHTS HOTEL,1 WELLS ROAD,CHELSEA HEIGHTS,3196,LEVEL 2- 10 YARRA STREET,SOUTH YARRA,3141,KINGSTON CITY COUNCIL,AUSTRALIAN LEISURE AND HOSPITALITY GROUP PTY LTD,
31951107,Late night (general) Licence,BERWICK SPRINGS HOTEL,288-296 CLYDE ROAD,BERWICK SOUTH,3806,LEVEL 1 SUITE B 290 BURWOOD ROAD,HAWTHORN,3122,CASEY CITY COUNCIL,ZAGAME'S BERWICK SPRINGS HOTEL PTY LTD,
31951123,Late night (general) Licence,THE LONG ROOM,162-168 COLLINS STREET,MELBOURNE,3000,162-168 COLLINS STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,LONG ROOM ENTERTAINMENT PTY LTD,
31951181,General Licence,THE BELL TAVERN,1645 BURWOOD HIGHWAY,BELGRAVE,3160,1645 BURWOOD HIGHWAY,BELGRAVE,3160,YARRA RANGES SHIRE COUNCIL,MORE THAN PRINT PTY LTD,
31951199,General Licence,MANTRA SOUTHBANK,GROUND (PART)- LEVELS 2- 5-13 & 18 31 CITY ROAD,SOUTHBANK,3006,GROUND (PART)- LEVELS 2- 5-13 & 18 31 CITY ROAD,SOUTHBANK,3006,MELBOURNE CITY COUNCIL,LERINA HOLDINGS PTY LTD,
31951204,General Licence,DEJA VU BAR AND LOUNGE,523-525 LITTLE LONSDALE STREET,MELBOURNE,3000,523-525 LITTLE LONSDALE STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,DEJA VU BAR AND LOUNGE PTY. LTD.,
31951212,Late night (general) Licence,WATERGARDENS HOTEL,431 KINGS ROAD,TAYLORS LAKES,3038,431 KINGS ROAD,TAYLORS LAKES,3038,BRIMBANK CITY COUNCIL,WGH PTY LTD,
31951220,General Licence,NOW & THEN CAFE BAR,204 HIGH STREET,KEW,3101,204 HIGH STREET,KEW,3101,BOROONDARA CITY COUNCIL,HIGH ST HOLDINGS (KEW) PTY LTD,
31951254,Late night (general) Licence,LUCKY PENNY CHAPEL STREET,481 CHAPEL STREET,SOUTH YARRA,3141,481 CHAPEL STREET,SOUTH YARRA,3141,STONNINGTON CITY COUNCIL,TWELVE HUNTSMEN PTY LTD,
31951262,General Licence,YARRA VALLEY LODGE,HERITAGE GOLF & COUNTRY CLUB 1-3 HUGHES ROAD,CHIRNSIDE PARK,3116,PO BOX 5199 1-3 HUGHES ROAD,WONGA PARK,3115,YARRA RANGES SHIRE COUNCIL,YARRA VALLEY LODGE PTY LTD,
31951335,General Licence,BENITO'S,SHOP 4/422 COLLINS STREET,MELBOURNE,3000,445 LITTLE COLLINS STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,TOMTOM CO PTY LTD,
31951343,Late night (general) Licence,SEAMUS O'TOOLE IRISH PUB CO.,SHOP 2215- OZONE KNOX CITY SHOPPING CENTRE,WANTIRNA SOUTH,3152,PO BOX 1052 KNOX CITY SHOPPING CENTRE,HAWTHORN,3122,KNOX CITY COUNCIL,SEAMUS MC PEAKES IRISH PUB PTY LTD,
31951369,Late night (general) Licence,THE DEANERY,13 BLIGH PLACE,MELBOURNE,3000,13 BLIGH PLACE,MELBOURNE,3000,MELBOURNE CITY COUNCIL,DEANERY ENTERPRISES PTY LTD,
31951377,General Licence,CALLIS 'N' FORREST BAR CAFE,572 CHAPEL STREET,SOUTH YARRA,3141,572 CHAPEL STREET,SOUTH YARRA,3141,STONNINGTON CITY COUNCIL,SJ INFINITY INVESTMENT PTY LTD,
31951408,General Licence,GOLDEN HERITAGE GOLF,CNR HUGHES & YARRAVIEW ROADS & HERITAGE AVENUE,WONGA PARK,3115,CNR HUGHES & YARRAVIEW ROADS & HERITAGE AVENUE,WONGA PARK,3115,YARRA RANGES SHIRE COUNCIL,HGC PROPERTIES PTY LTD,
31951416,Late night (general) Licence,BEER DE LUXE,L1 T003- LG T003- T006C FEDERATION SQUARE- FLINDERS STREET,MELBOURNE,3000,L1 T003- LG T003- T006 FEDERATION SQUARE- FLINDERS STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,BD FED SQUARE PTY LTD,
31951424,General Licence,CELLARBRATIONS BURNSIDE,SHOP 15 BURNSIDE SHOPPING CENTRE,BURNSIDE,3023,SHOP 15 BURNSIDE SHOPPING CENTRE,BURNSIDE,3023,BRIMBANK CITY COUNCIL,LE VU & CO TRADING PTY LTD,
31951466,Late night (general) Licence,AMIGOS HARDWARE LANE,75-77 HARDWARE LANE,MELBOURNE,3000,75-77 HARDWARE LANE,MELBOURNE,3000,MELBOURNE CITY COUNCIL,JDSH 1838 PTY LTD,
31951474,Late night (general) Licence,PLATFORM,VAULTS 7 & 8- BANANA ALLEY VAULTS FLINDERS STREET,MELBOURNE,3000,VAULTS 7 & 8- BANANA ALLEY VAULTS FLINDERS STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,CHRIS JAMES LEONARDS,
31951490,General Licence,PJ O'BRIENS,LEVEL ONE SOUTHERN TERMINAL,MELBOURNE AIRPORT,3045,RED ROCK AIRPORT SERVICES PTY LTD PO BOX 372,SOUTH MELBOURNE,3205,HUME CITY COUNCIL,RED ROCK AIRPORT SERVICES PTY LTD,
31951505,General Licence,TRE BICCHIERI,623 RATHDOWNE STREET,CARLTON,3053,623 RATHDOWNE STREET,CARLTON,3053,MELBOURNE CITY COUNCIL,RABBIT HOLE ESPRESSO PTY LTD,
31951521,General Licence,MOONAHLINKS PENINSULA,55 PETER THOMPSON DRIVE,FINGAL,3939,55 PETER THOMPSON DRIVE,FINGAL,3939,MORNINGTON PENINSULA SHIRE COUNCIL,ZHONG TIAN INTERNATIONAL PTY LTD,
31951547,Late night (general) Licence,I DARTS HIVE,LEVEL 2 QV 243 LITTLE LONSDALE STREET,MELBOURNE,3000,LEVEL 2 QV 243 LITTLE LONSDALE STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,IDARTS QV PTY LTD,
31951571,General Licence,NERO BAR,TENANCY G12 546-566 COLLINS STREET,MELBOURNE,3000,TENANCY G12 546-566 COLLINS STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,PURPLE HILL PTY LTD,
31951597,Late night (general) Licence,TRANSPORT HOTEL,T024- FEDERATION SQUARE CORNER FLINDERS & SWANSTON STREETS,MELBOURNE,3000,LEVEL 5- 189 FLINDERS LANE CORNER FLINDERS & SWANSTON STREETS,MELBOURNE,3000,MELBOURNE CITY COUNCIL,TRANSIT PTY LTD,
31951610,General Licence,PURE SOUTH,TENANCY GR2 3 SOUTHGATE AVENUE,SOUTHBANK,3006,TENANCY GR2 RIVERLEVEL/SOUTHGATE,SOUTHBANK,3006,MELBOURNE CITY COUNCIL,KING'S TABLE (SOUTHBANK) PTY LTD,
31951686,General Licence,SANDHURST CLUB,CNR THOMPSON & MCCORMICKS ROADS,CARRUM DOWNS,3197,CNR THOMPSON & MCCORMICKS ROADS,CARRUM DOWNS,3197,KINGSTON CITY COUNCIL,SANDHURST CLUB LTD,
31951694,General Licence,SCHNITZ,QS002 QV MELBOURNE CNR SWANSTON AND LONSDALE STREETS,MELBOURNE,3000,QS002 QV MELBOURNE CNR SWANSTON AND LONSDALE STREETS,MELBOURNE,3000,MELBOURNE CITY COUNCIL,SCHNITZ QV PTY LTD,
31951709,General Licence,,372A WARBURTON HIGHWAY,WANDIN NORTH,3139,372A WARBURTON HIGHWAY,WANDIN NORTH,3139,YARRA RANGES SHIRE COUNCIL,K & R CATERING PTY LTD,
31951725,Late night (general) Licence,BASE BACKPACKERS,17 CARLISLE & 6 IRWELL STREETS,ST KILDA,3182,17 CARLISLE & 6 IRWELL STREETS,ST KILDA,3182,PORT PHILLIP CITY COUNCIL,BASE BACKPACKERS PTY LTD,
31951733,Late night (general) Licence,BISTRO GUILLAUME,TENANCY 10/8 WHITEMAN STREET CROWN ENTERTAINMENT COMPLEX,SOUTHBANK,3006,GENERAL COUNSEL - LEGAL & INSURANCE DEPARTMENT CROWN LTD- 8 WHITEMAN STREET,SOUTHBANK,3006,MELBOURNE CITY COUNCIL,CROWN MELBOURNE LIMITED,
31951775,Late night (general) Licence,CLIQUE BAR,LEVEL 1 26-32 KING STREET,MELBOURNE,3000,LEVEL 1 26-32 KING STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,NO WORRIEZ PTY LTD,
31951856,General Licence,LADY MOUSTACHE,84 GAMON STREET,YARRAVILLE,3013,84 GAMON STREET,YARRAVILLE,3013,MARIBYRNONG CITY COUNCIL,BUTTER IS YOUR FRIEND PTY LTD,
31951864,General Licence,GERTRUDE ST ENOTECA,229 GERTRUDE STREET,FITZROY,3065,229 GERTRUDE STREET,FITZROY,3065,YARRA CITY COUNCIL,MURRAY DARLING TRADING COMPANY PTY LTD,
31951872,General Licence,MAMA ROSA PIZZERIA RISTORANTE,SHOP 2 87 MAIN STREET,PAKENHAM,3810,SHOP 2 87 MAIN STREET,PAKENHAM,3810,CARDINIA SHIRE COUNCIL,ROSINA SANTO,
31951903,General Licence,RED HILL BREWERY,6 CHERRY ROAD,RED HILL SOUTH,3937,6 CHERRY ROAD,RED HILL SOUTH,3937,MORNINGTON PENINSULA SHIRE COUNCIL,D & K GOLDING PTY LTD,
31951929,General Licence,POWELLTOWN GENERAL STORE,1657 LITTLE YARRA ROAD,POWELLTOWN,3797,1657 LITTLE YARRA ROAD,POWELLTOWN,3797,YARRA RANGES SHIRE COUNCIL,JOHN EDWARDS,
